visit_year	sample_date	visit_month	station_name	sample_latitude_dd	sample_longitude_dd	water_depth_m	sample_id	sample_min_depth_m	sample_max_depth_m	scientific_name	species_flag_code	size_class	trophic_type	parameter	value	unit	plankton_group	taxon_kingdom	taxon_phylum	taxon_class	taxon_order	taxon_family	taxon_genus	taxon_hierarchy
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Centrales		8	AU	# counted	2	ind				Bacillariophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Centrales		8	AU	Abundance	80.0	ind/l				Bacillariophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Centrales		8	AU	Biovolume concentration	2.861	mm3/l				Bacillariophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Centrales		8	AU	Carbon concentration	113.6	ugC/l				Bacillariophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Ceratium furca		2	AU	# counted	1	ind				Dinophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Ceratium furca		2	AU	Abundance	40.0	ind/l				Dinophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Ceratium furca		2	AU	Biovolume concentration	1.846	mm3/l				Dinophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Ceratium furca		2	AU	Carbon concentration	207.1	ugC/l				Dinophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Ceratium lineatum		2	AU	# counted	1	ind				Dinophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Ceratium lineatum		2	AU	Abundance	40.0	ind/l				Dinophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Ceratium lineatum		2	AU	Biovolume concentration	0.3416	mm3/l				Dinophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Ceratium lineatum		2	AU	Carbon concentration	42.48	ugC/l				Dinophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Ceratium lineatum		3	AU	# counted	1	ind				Dinophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Ceratium lineatum		3	AU	Abundance	40.0	ind/l				Dinophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Ceratium lineatum		3	AU	Biovolume concentration	0.5099	mm3/l				Dinophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Ceratium lineatum		3	AU	Carbon concentration	61.88	ugC/l				Dinophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Ceratium longipes		1	AU	# counted	2	ind				Dinophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Ceratium longipes		1	AU	Abundance	80.0	ind/l				Dinophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Ceratium longipes		1	AU	Biovolume concentration	3.905	mm3/l				Dinophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Ceratium longipes		1	AU	Carbon concentration	436.6	ugC/l				Dinophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Ceratium tripos		4	AU	# counted	1	ind				Dinophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Ceratium tripos		4	AU	Abundance	40.0	ind/l				Dinophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Ceratium tripos		4	AU	Biovolume concentration	3.486	mm3/l				Dinophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Ceratium tripos		4	AU	Carbon concentration	376.2	ugC/l				Dinophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Chaetoceros ceratosporus		2	AU	# counted	1	ind				Bacillariophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Chaetoceros ceratosporus		2	AU	Abundance	124.0	ind/l				Bacillariophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Chaetoceros ceratosporus		2	AU	Biovolume concentration	0.03497	mm3/l				Bacillariophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Chaetoceros ceratosporus		2	AU	Carbon concentration	3.472	ugC/l				Bacillariophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Chaetoceros convolutus		4	AU	# counted	1	ind				Bacillariophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Chaetoceros convolutus		4	AU	Abundance	40.0	ind/l				Bacillariophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Chaetoceros convolutus		4	AU	Biovolume concentration	0.09768	mm3/l				Bacillariophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Chaetoceros convolutus		4	AU	Carbon concentration	6.44	ugC/l				Bacillariophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Chaetoceros		2	AU	# counted	1	ind				Bacillariophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Chaetoceros		2	AU	Abundance	1415.0	ind/l				Bacillariophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Chaetoceros		2	AU	Biovolume concentration	0.1174	mm3/l				Bacillariophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Chaetoceros		2	AU	Carbon concentration	14.15	ugC/l				Bacillariophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Ciliophora		2	HT	# counted	14	ind								
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Ciliophora		2	HT	Abundance	1736.0	ind/l								
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Ciliophora		2	HT	Biovolume concentration	7.269	mm3/l								
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Ciliophora		2	HT	Carbon concentration	0.0	ugC/l								
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Ciliophora		5	HT	# counted	2	ind								
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Ciliophora		5	HT	Abundance	80.0	ind/l								
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Ciliophora		5	HT	Biovolume concentration	5.233	mm3/l								
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Ciliophora		5	HT	Carbon concentration	0.0	ugC/l								
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Cryptomonadales		1	AU	# counted	5	ind				Cryptophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Cryptomonadales		1	AU	Abundance	7075.0	ind/l				Cryptophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Cryptomonadales		1	AU	Biovolume concentration	0.0283	mm3/l				Cryptophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Cryptomonadales		1	AU	Carbon concentration	5.66	ugC/l				Cryptophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Cryptomonadales		2	AU	# counted	20	ind				Cryptophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Cryptomonadales		2	AU	Abundance	28300.0	ind/l				Cryptophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Cryptomonadales		2	AU	Biovolume concentration	0.7075	mm3/l				Cryptophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Cryptomonadales		2	AU	Carbon concentration	113.2	ugC/l				Cryptophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Cryptomonadales		3	AU	# counted	11	ind				Cryptophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Cryptomonadales		3	AU	Abundance	15570.0	ind/l				Cryptophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Cryptomonadales		3	AU	Biovolume concentration	0.8405	mm3/l				Cryptophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Cryptomonadales		3	AU	Carbon concentration	140.1	ugC/l				Cryptophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Cryptomonadales		4	AU	# counted	17	ind				Cryptophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Cryptomonadales		4	AU	Abundance	24060.0	ind/l				Cryptophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Cryptomonadales		4	AU	Biovolume concentration	1.973	mm3/l				Cryptophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Cryptomonadales		4	AU	Carbon concentration	336.8	ugC/l				Cryptophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Cryptomonadales		5	AU	# counted	2	ind				Cryptophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Cryptomonadales		5	AU	Abundance	2830.0	ind/l				Cryptophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Cryptomonadales		5	AU	Biovolume concentration	0.5264	mm3/l				Cryptophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Cryptomonadales		5	AU	Carbon concentration	82.07	ugC/l				Cryptophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Dactyliosolen fragilissimus		3	AU	# counted	1	ind				Bacillariophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Dactyliosolen fragilissimus		3	AU	Abundance	124.0	ind/l				Bacillariophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Dactyliosolen fragilissimus		3	AU	Biovolume concentration	0.8245	mm3/l				Bacillariophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Dactyliosolen fragilissimus		3	AU	Carbon concentration	45.01	ugC/l				Bacillariophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Dictyocha speculum		1	AU	# counted	7	ind				Dictyochophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Dictyocha speculum		1	AU	Abundance	280.0	ind/l				Dictyochophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Dictyocha speculum		1	AU	Biovolume concentration	0.586	mm3/l				Dictyochophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Dictyocha speculum		1	AU	Carbon concentration	79.52	ugC/l				Dictyochophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Dictyocha speculum		2	AU	# counted	5	ind				Dictyochophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Dictyocha speculum		2	AU	Abundance	200.0	ind/l				Dictyochophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Dictyocha speculum		2	AU	Biovolume concentration	0.8178	mm3/l				Dictyochophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Dictyocha speculum		2	AU	Carbon concentration	106.4	ugC/l				Dictyochophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Dinophysis norvegica		2	MX	# counted	2	ind				Dinophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Dinophysis norvegica		2	MX	Abundance	80.0	ind/l				Dinophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Dinophysis norvegica		2	MX	Biovolume concentration	2.343	mm3/l				Dinophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Dinophysis norvegica		2	MX	Carbon concentration	270.2	ugC/l				Dinophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Diplopsalis	CPX	4	HT	# counted	1	ind				Dinophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Diplopsalis	CPX	4	HT	Abundance	40.0	ind/l				Dinophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Diplopsalis	CPX	4	HT	Biovolume concentration	5.749	mm3/l				Dinophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Diplopsalis	CPX	4	HT	Carbon concentration	601.8	ugC/l				Dinophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Ditylum brightwellii		5	AU	# counted	3	ind				Bacillariophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Ditylum brightwellii		5	AU	Abundance	120.0	ind/l				Bacillariophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Ditylum brightwellii		5	AU	Biovolume concentration	1.92	mm3/l				Bacillariophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Ditylum brightwellii		5	AU	Carbon concentration	88.68	ugC/l				Bacillariophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Flagellates		53	HT	# counted	12	ind				Flagellates classes incertae sedis				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Flagellates		53	HT	Abundance	16980.0	ind/l				Flagellates classes incertae sedis				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Flagellates		53	HT	Biovolume concentration	0.3226	mm3/l				Flagellates classes incertae sedis				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Flagellates		53	HT	Carbon concentration	50.94	ugC/l				Flagellates classes incertae sedis				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Flagellates		54	HT	# counted	11	ind				Flagellates classes incertae sedis				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Flagellates		54	HT	Abundance	15570.0	ind/l				Flagellates classes incertae sedis				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Flagellates		54	HT	Biovolume concentration	0.9962	mm3/l				Flagellates classes incertae sedis				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Flagellates		54	HT	Carbon concentration	171.2	ugC/l				Flagellates classes incertae sedis				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Guinardia delicatula		1	AU	# counted	6	ind				Bacillariophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Guinardia delicatula		1	AU	Abundance	744.0	ind/l				Bacillariophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Guinardia delicatula		1	AU	Biovolume concentration	1.752	mm3/l				Bacillariophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Guinardia delicatula		1	AU	Carbon concentration	116.1	ugC/l				Bacillariophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Gymnodiniales		1	AU	# counted	9	ind				Dinophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Gymnodiniales		1	AU	Abundance	12740.0	ind/l				Dinophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Gymnodiniales		1	AU	Biovolume concentration	5.998	mm3/l				Dinophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Gymnodiniales		1	AU	Carbon concentration	891.5	ugC/l				Dinophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Gymnodiniales		3	AU	# counted	3	ind				Dinophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Gymnodiniales		3	AU	Abundance	372.0	ind/l				Dinophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Gymnodiniales		3	AU	Biovolume concentration	0.8608	mm3/l				Dinophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Gymnodiniales		3	AU	Carbon concentration	116.1	ugC/l				Dinophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Gyrodinium spirale		2	HT	# counted	1	ind				Dinophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Gyrodinium spirale		2	HT	Abundance	40.0	ind/l				Dinophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Gyrodinium spirale		2	HT	Biovolume concentration	0.556	mm3/l				Dinophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Gyrodinium spirale		2	HT	Carbon concentration	67.12	ugC/l				Dinophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Gyrodinium		53	HT	# counted	1	ind				Dinophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Gyrodinium		53	HT	Abundance	124.0	ind/l				Dinophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Gyrodinium		53	HT	Biovolume concentration	0.1142	mm3/l				Dinophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Gyrodinium		53	HT	Carbon concentration	16.24	ugC/l				Dinophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Heterosigma akashiwo		1	AU	# counted	2	ind				Raphidophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Heterosigma akashiwo		1	AU	Abundance	2830.0	ind/l				Raphidophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Heterosigma akashiwo		1	AU	Biovolume concentration	11.85	mm3/l				Raphidophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Heterosigma akashiwo		1	AU	Carbon concentration	1540.0	ugC/l				Raphidophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Katodinium glaucum		1	HT	# counted	3	ind				Dinophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Katodinium glaucum		1	HT	Abundance	372.0	ind/l				Dinophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Katodinium glaucum		1	HT	Biovolume concentration	0.4661	mm3/l				Dinophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Katodinium glaucum		1	HT	Carbon concentration	65.1	ugC/l				Dinophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Leptocylindrus minimus		1	AU	# counted	1	ind				Bacillariophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Leptocylindrus minimus		1	AU	Abundance	124.0	ind/l				Bacillariophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Leptocylindrus minimus		1	AU	Biovolume concentration	0.01922	mm3/l				Bacillariophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Leptocylindrus minimus		1	AU	Carbon concentration	2.108	ugC/l				Bacillariophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Leucocryptos marina		1	HT	# counted	4	ind				Cryptophyta incertae sedis				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Leucocryptos marina		1	HT	Abundance	5660.0	ind/l				Cryptophyta incertae sedis				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Leucocryptos marina		1	HT	Biovolume concentration	0.3226	mm3/l				Cryptophyta incertae sedis				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Leucocryptos marina		1	HT	Carbon concentration	56.6	ugC/l				Cryptophyta incertae sedis				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Leucocryptos marina		3	HT	# counted	2	ind				Cryptophyta incertae sedis				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Leucocryptos marina		3	HT	Abundance	2830.0	ind/l				Cryptophyta incertae sedis				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Leucocryptos marina		3	HT	Biovolume concentration	0.7811	mm3/l				Cryptophyta incertae sedis				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Leucocryptos marina		3	HT	Carbon concentration	118.9	ugC/l				Cryptophyta incertae sedis				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Licmophora		2	AU	# counted	1	ind				Bacillariophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Licmophora		2	AU	Abundance	124.0	ind/l				Bacillariophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Licmophora		2	AU	Biovolume concentration	0.093	mm3/l				Bacillariophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Licmophora		2	AU	Carbon concentration	7.688	ugC/l				Bacillariophyceae				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Mesodinium rubrum		3	MX	# counted	2	ind				Litostomatea				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Mesodinium rubrum		3	MX	Abundance	248.0	ind/l				Litostomatea				
2017	2017-01-13	01	ANHOLT E	56.66660	12.11670		Anholt E_2017-01-13_0-10m			Mesodinium rubrum		3	MX	Biovolume concentration	0.8695	mm3/l				Litostomatea				
